Year,Month,Day,HadGEM2-ES
1990,5,7,27.17
1990,5,8,26.71
1990,5,9,26.27
1990,5,10,25.82
1990,5,11,25.37
1990,5,12,54.69
1990,5,13,67.00
1990,5,14,58.78
1990,5,15,53.62
1990,5,16,37.55
1990,5,17,29.24
1990,5,18,26.00
1990,5,19,148.97
1990,5,20,234.48
1990,5,21,164.99
1990,5,22,75.48
1990,5,23,43.84
1990,5,24,33.79
1990,5,25,30.70
1990,5,26,29.55
1990,5,27,28.84
1990,5,28,28.33
1990,5,29,27.98
1990,5,30,27.55
1990,5,31,27.13
1990,6,1,129.17
1990,6,2,76.62
1990,6,3,46.22
1990,6,4,33.62
1990,6,5,29.16
1990,6,6,31.80
1990,6,7,29.26
1990,6,8,27.27
1990,6,9,26.19
1990,6,10,25.52
1990,6,11,25.00
1990,6,12,24.57
1990,6,13,24.16
1990,6,14,23.75
1990,6,15,23.31
1990,6,16,22.94
1990,6,17,22.57
1990,6,18,22.21
1990,6,19,21.85
1990,6,20,21.48
1990,6,21,21.04
1990,6,22,20.60
1990,6,23,20.18
1990,6,24,19.80
1990,6,25,19.44
1990,6,26,19.12
1990,6,27,18.83
1990,6,28,18.65
1990,6,29,18.41
1990,6,30,18.10
1990,7,1,17.72
1990,7,2,17.45
1990,7,3,17.17
1990,7,4,16.88
1990,7,5,16.60
1990,7,6,16.28
1990,7,7,15.97
1990,7,8,15.68
1990,7,9,15.39
1990,7,10,15.10
1990,7,11,14.81
1990,7,12,14.53
1990,7,13,14.31
1990,7,14,14.07
1990,7,15,13.86
1990,7,16,13.64
1990,7,17,13.40
1990,7,18,13.12
1990,7,19,12.86
1990,7,20,12.65
1990,7,21,12.43
1990,7,22,12.22
1990,7,23,12.03
1990,7,24,11.88
1990,7,25,11.67
1990,7,26,11.42
1990,7,27,11.24
1990,7,28,11.05
1990,7,29,10.83
1990,7,30,10.65
1990,7,31,10.48
1990,8,1,10.29
1990,8,2,10.11
1990,8,3,9.93
1990,8,4,9.72
1990,8,5,9.63
1990,8,6,9.54
1990,8,7,9.33
1990,8,8,9.11
1990,8,9,8.93
1990,8,10,8.79
1990,8,11,8.69
1990,8,12,8.52
1990,8,13,8.30
1990,8,14,8.14
1990,8,15,8.02
1990,8,16,7.90
1990,8,17,7.77
1990,8,18,7.63
1990,8,19,7.55
1990,8,20,7.48
1990,8,21,7.41
1990,8,22,7.30
1990,8,23,7.17
1990,8,24,7.05
1990,8,25,6.87
1990,8,26,6.73
1990,8,27,6.60
1990,8,28,6.46
1990,8,29,6.39
1990,8,30,6.31
1990,8,31,6.22
1990,9,1,6.07
1990,9,2,5.98
1990,9,3,5.93
1990,9,4,5.83
1990,9,5,5.66
1990,9,6,5.49
1990,9,7,5.45
1990,9,8,5.40
1990,9,9,5.31
1990,9,10,5.19
1990,9,11,32.35
1990,9,12,23.79
1990,9,13,13.63
1990,9,14,8.51
1990,9,15,6.54
1990,9,16,5.84
1990,9,17,5.94
1990,9,18,22.65
1990,9,19,14.53
1990,9,20,8.90
1990,9,21,6.64
1990,9,22,5.83
1990,9,23,29.18
1990,9,24,21.56
1990,9,25,12.72
1990,9,26,8.31
1990,9,27,6.63
1990,9,28,6.00
1990,9,29,5.74
1990,9,30,5.59
1990,10,1,5.45
1990,10,2,5.33
1990,10,3,5.23
1990,10,4,17.73
1990,10,5,68.31
1990,10,6,70.28
1990,10,7,34.89
1990,10,8,17.14
1990,10,9,10.46
1990,10,10,8.23
1990,10,11,7.49
1990,10,12,56.86
1990,10,13,128.67
1990,10,14,92.57
1990,10,15,44.67
1990,10,16,22.51
1990,10,17,16.95
1990,10,18,14.81
1990,10,19,17.18
1990,10,20,14.60
1990,10,21,12.33
1990,10,22,11.17
1990,10,23,10.63
1990,10,24,10.79
1990,10,25,104.48
1990,10,26,70.68
1990,10,27,36.39
1990,10,28,120.37
1990,10,29,178.51
1990,10,30,92.31
1990,10,31,45.71
1990,11,1,26.59
1990,11,2,19.95
1990,11,3,19.94
1990,11,4,18.56
1990,11,5,17.35
1990,11,6,16.63
1990,11,7,16.21
1990,11,8,15.88
1990,11,9,15.59
1990,11,10,55.61
1990,11,11,130.21
1990,11,12,73.45
1990,11,13,38.69
1990,11,14,56.40
1990,11,15,35.64
1990,11,16,24.32
1990,11,17,19.88
1990,11,18,18.28
1990,11,19,84.54
1990,11,20,70.32
1990,11,21,42.37
1990,11,22,27.19
1990,11,23,21.24
1990,11,24,19.13
1990,11,25,18.32
1990,11,26,17.89
1990,11,27,17.56
1990,11,28,17.25
1990,11,29,16.96
1990,11,30,16.68
1990,12,1,16.40
1990,12,2,16.13
1990,12,3,42.69
1990,12,4,29.44
1990,12,5,19.34
1990,12,6,16.54
1990,12,7,15.69
1990,12,8,15.29
1990,12,9,15.01
1990,12,10,14.75
1990,12,11,14.51
1990,12,12,14.27
1990,12,13,14.03
1990,12,14,13.80
1990,12,15,13.56
1990,12,16,13.33
1990,12,17,13.11
1990,12,18,12.90
1990,12,19,12.68
1990,12,20,55.09
1990,12,21,25.88
1990,12,22,16.21
1990,12,23,13.53
1990,12,24,12.75
1990,12,25,12.42
1990,12,26,12.17
1990,12,27,11.95
1990,12,28,11.74
1990,12,29,11.55
1990,12,30,11.35
1990,12,31,32.22
1991,1,1,76.57
1991,1,2,37.32
1991,1,3,53.49
1991,1,4,33.83
1991,1,5,45.42
1991,1,6,24.10
1991,1,7,16.36
1991,1,8,13.88
1991,1,9,13.05
1991,1,10,12.70
1991,1,11,12.45
1991,1,12,12.23
1991,1,13,12.02
1991,1,14,11.81
1991,1,15,11.62
1991,1,16,11.42
1991,1,17,11.23
1991,1,18,11.52
1991,1,19,11.18
1991,1,20,10.81
1991,1,21,10.54
1991,1,22,83.11
1991,1,23,107.13
1991,1,24,62.03
1991,1,25,28.85
1991,1,26,17.72
1991,1,27,31.22
1991,1,28,17.69
1991,1,29,14.18
1991,1,30,13.14
1991,1,31,12.72
1991,2,1,12.46
1991,2,2,12.25
1991,2,3,16.77
1991,2,4,14.91
1991,2,5,12.82
1991,2,6,11.88
1991,2,7,11.47
1991,2,8,11.21
1991,2,9,20.82
1991,2,10,22.32
1991,2,11,13.80
1991,2,12,11.57
1991,2,13,10.86
1991,2,14,88.13
1991,2,15,68.74
1991,2,16,27.93
1991,2,17,56.01
1991,2,18,157.48
1991,2,19,91.57
1991,2,20,39.66
1991,2,21,22.73
1991,2,22,17.62
1991,2,23,16.08
1991,2,24,15.50
1991,2,25,80.51
1991,2,26,62.39
1991,2,27,34.46
1991,2,28,41.62
1991,3,1,36.78
1991,3,2,102.33
1991,3,3,106.11
1991,3,4,55.85
1991,3,5,30.77
1991,3,6,22.31
1991,3,7,40.13
1991,3,8,26.17
1991,3,9,20.99
1991,3,10,27.53
1991,3,11,151.53
1991,3,12,95.95
1991,3,13,43.34
1991,3,14,90.94
1991,3,15,174.48
1991,3,16,100.76
1991,3,17,49.77
1991,3,18,31.91
1991,3,19,197.73
1991,3,20,320.35
1991,3,21,291.74
1991,3,22,187.28
1991,3,23,184.55
1991,3,24,110.14
1991,3,25,63.17
1991,3,26,45.87
1991,3,27,39.93
1991,3,28,37.78
1991,3,29,147.27
1991,3,30,84.28
1991,3,31,53.32
1991,4,1,157.54
1991,4,2,171.78
1991,4,3,167.80
1991,4,4,307.46
1991,4,5,494.47
1991,4,6,514.65
1991,4,7,447.42
1991,4,8,336.41
1991,4,9,193.77
1991,4,10,109.31
1991,4,11,92.52
1991,4,12,150.36
1991,4,13,239.27
1991,4,14,263.61
1991,4,15,245.13
1991,4,16,173.11
1991,4,17,132.51
1991,4,18,123.73
1991,4,19,118.78
1991,4,20,125.27
1991,4,21,201.75
1991,4,22,174.71
1991,4,23,147.53
1991,4,24,117.81
1991,4,25,95.77
1991,4,26,94.61
1991,4,27,94.50
1991,4,28,89.35
1991,4,29,80.38
1991,4,30,153.25
1991,5,1,108.07
1991,5,2,81.67
1991,5,3,86.64
1991,5,4,110.90
1991,5,5,104.98
1991,5,6,80.53
1991,5,7,68.97
1991,5,8,64.31
1991,5,9,62.18
1991,5,10,60.79
1991,5,11,59.85
1991,5,12,58.81
1991,5,13,57.73
1991,5,14,56.70
1991,5,15,61.14
1991,5,16,105.43
1991,5,17,87.37
1991,5,18,68.56
1991,5,19,58.68
1991,5,20,54.39
1991,5,21,52.40
1991,5,22,51.19
1991,5,23,50.31
1991,5,24,49.40
1991,5,25,48.41
1991,5,26,47.52
1991,5,27,46.79
1991,5,28,46.09
1991,5,29,45.41
1991,5,30,44.68
1991,5,31,43.95
1991,6,1,43.22
1991,6,2,42.45
1991,6,3,41.73
1991,6,4,41.01
1991,6,5,40.27
1991,6,6,39.58
1991,6,7,38.87
1991,6,8,38.20
1991,6,9,37.49
1991,6,10,36.75
1991,6,11,36.16
1991,6,12,35.70
1991,6,13,35.16
1991,6,14,34.59
1991,6,15,33.92
1991,6,16,33.19
1991,6,17,32.59
1991,6,18,32.11
1991,6,19,31.67
1991,6,20,31.19
1991,6,21,30.63
1991,6,22,30.08
1991,6,23,29.55
1991,6,24,29.06
1991,6,25,28.57
1991,6,26,28.06
1991,6,27,27.59
1991,6,28,27.14
1991,6,29,26.71
1991,6,30,26.25
1991,7,1,25.81
1991,7,2,25.40
1991,7,3,24.99
1991,7,4,24.57
1991,7,5,24.14
1991,7,6,23.70
1991,7,7,23.26
1991,7,8,22.87
1991,7,9,22.49
1991,7,10,22.13
1991,7,11,21.73
1991,7,12,21.34
1991,7,13,21.00
1991,7,14,20.65
1991,7,15,20.29
1991,7,16,19.88
1991,7,17,19.48
1991,7,18,19.11
1991,7,19,18.86
1991,7,20,18.65
1991,7,21,18.36
1991,7,22,18.04
1991,7,23,17.67
1991,7,24,17.33
1991,7,25,17.00
1991,7,26,16.72
1991,7,27,16.47
1991,7,28,16.23
1991,7,29,15.99
1991,7,30,15.64
1991,7,31,15.36
1991,8,1,15.10
1991,8,2,14.85
1991,8,3,14.57
1991,8,4,14.33
1991,8,5,14.09
1991,8,6,13.85
1991,8,7,13.68
1991,8,8,13.47
1991,8,9,13.23
1991,8,10,13.01
1991,8,11,12.78
1991,8,12,12.52
1991,8,13,12.34
1991,8,14,12.16
1991,8,15,11.88
1991,8,16,11.66
1991,8,17,11.50
1991,8,18,11.33
1991,8,19,11.13
1991,8,20,10.94
1991,8,21,10.75
1991,8,22,10.53
1991,8,23,10.33
1991,8,24,10.18
1991,8,25,10.01
1991,8,26,9.91
1991,8,27,9.79
1991,8,28,9.60
1991,8,29,9.41
1991,8,30,9.23
1991,8,31,9.11
1991,9,1,8.98
1991,9,2,8.85
1991,9,3,8.66
1991,9,4,8.49
1991,9,5,8.34
1991,9,6,8.22
1991,9,7,8.08
1991,9,8,7.92
1991,9,9,7.79
1991,9,10,7.68
1991,9,11,7.58
1991,9,12,7.43
1991,9,13,7.29
1991,9,14,7.20
1991,9,15,9.39
1991,9,16,7.68
1991,9,17,7.04
1991,9,18,6.77
1991,9,19,6.63
1991,9,20,6.52
1991,9,21,16.10
1991,9,22,12.92
1991,9,23,8.48
1991,9,24,6.96
1991,9,25,6.47
1991,9,26,6.23
1991,9,27,98.66
1991,9,28,259.16
1991,9,29,242.61
1991,9,30,148.81
1991,10,1,59.22
1991,10,2,29.00
1991,10,3,20.03
1991,10,4,17.48
1991,10,5,16.63
1991,10,6,16.20
1991,10,7,15.90
1991,10,8,15.65
1991,10,9,15.40
1991,10,10,15.13
1991,10,11,18.77
1991,10,12,168.27
1991,10,13,191.68
1991,10,14,90.45
1991,10,15,43.20
1991,10,16,26.85
1991,10,17,21.77
1991,10,18,20.13
1991,10,19,76.11
1991,10,20,42.42
1991,10,21,27.40
1991,10,22,21.95
1991,10,23,21.56
1991,10,24,151.35
1991,10,25,84.55
1991,10,26,43.90
1991,10,27,28.38
1991,10,28,23.29
1991,10,29,21.61
1991,10,30,20.92
1991,10,31,20.49
1991,11,1,20.13
1991,11,2,19.79
1991,11,3,19.44
1991,11,4,42.20
1991,11,5,157.41
1991,11,6,146.56
1991,11,7,168.04
1991,11,8,129.38
1991,11,9,64.39
1991,11,10,97.03
1991,11,11,102.01
1991,11,12,83.03
1991,11,13,50.40
1991,11,14,35.52
1991,11,15,113.95
1991,11,16,97.31
1991,11,17,56.74
1991,11,18,38.47
1991,11,19,31.62
1991,11,20,38.10
1991,11,21,31.15
1991,11,22,28.57
1991,11,23,27.45
1991,11,24,26.82
1991,11,25,26.33
1991,11,26,25.89
1991,11,27,25.46
1991,11,28,25.03
1991,11,29,24.61
1991,11,30,24.19
1991,12,1,23.78
1991,12,2,23.37
1991,12,3,22.99
1991,12,4,22.61
1991,12,5,22.23
1991,12,6,21.86
1991,12,7,21.50
1991,12,8,21.14
1991,12,9,20.78
1991,12,10,20.42
1991,12,11,32.74
1991,12,12,29.10
1991,12,13,36.92
1991,12,14,26.27
1991,12,15,21.52
1991,12,16,19.74
1991,12,17,19.02
1991,12,18,110.43
1991,12,19,171.79
1991,12,20,136.93
1991,12,21,63.40
1991,12,22,35.76
1991,12,23,26.75
1991,12,24,23.94
1991,12,25,22.93
1991,12,26,22.39
1991,12,27,21.97
1991,12,28,166.36
1991,12,29,253.17
1991,12,30,232.18
1991,12,31,136.53
1992,1,1,74.61
1992,1,2,119.61
1992,1,3,145.01
1992,1,4,194.46
1992,1,5,205.28
1992,1,6,106.03
1992,1,7,61.30
1992,1,8,44.71
1992,1,9,39.10
1992,1,10,37.08
1992,1,11,37.14
1992,1,12,50.73
1992,1,13,45.33
1992,1,14,110.48
1992,1,15,157.75
1992,1,16,82.31
1992,1,17,50.64
1992,1,18,130.18
1992,1,19,74.09
1992,1,20,48.41
1992,1,21,41.97
1992,1,22,38.43
1992,1,23,36.42
1992,1,24,35.33
1992,1,25,34.61
1992,1,26,34.00
1992,1,27,33.43
1992,1,28,32.87
1992,1,29,32.32
1992,1,30,31.78
1992,1,31,31.25
1992,2,1,30.72
1992,2,2,30.20
1992,2,3,29.69
1992,2,4,29.21
1992,2,5,28.72
1992,2,6,28.24
1992,2,7,27.76
1992,2,8,30.86
1992,2,9,28.36
1992,2,10,26.91
1992,2,11,26.16
1992,2,12,25.64
1992,2,13,25.19
1992,2,14,24.76
1992,2,15,24.34
1992,2,16,23.93
1992,2,17,23.53
1992,2,18,23.13
1992,2,19,22.74
1992,2,20,22.37
1992,2,21,21.99
1992,2,22,21.61
1992,2,23,28.94
1992,2,24,77.38
1992,2,25,124.52
1992,2,26,159.35
1992,2,27,155.95
1992,2,28,121.30
1992,2,29,122.95
1992,3,1,89.75
1992,3,2,50.46
1992,3,3,34.94
1992,3,4,30.05
1992,3,5,96.03
1992,3,6,219.87
1992,3,7,212.82
1992,3,8,132.05
1992,3,9,73.18
1992,3,10,55.14
1992,3,11,40.54
1992,3,12,37.22
1992,3,13,33.98
1992,3,14,112.29
1992,3,15,169.08
1992,3,16,100.52
1992,3,17,60.14
1992,3,18,64.85
1992,3,19,48.34
1992,3,20,51.12
1992,3,21,50.18
1992,3,22,43.30
1992,3,23,37.57
1992,3,24,34.63
1992,3,25,33.24
1992,3,26,32.45
1992,3,27,31.82
1992,3,28,48.13
1992,3,29,40.18
1992,3,30,34.15
1992,3,31,37.36
1992,4,1,34.00
1992,4,2,31.07
1992,4,3,35.46
1992,4,4,71.75
1992,4,5,121.25
1992,4,6,66.23
1992,4,7,44.95
1992,4,8,53.48
1992,4,9,256.36
1992,4,10,368.79
1992,4,11,345.31
1992,4,12,237.40
1992,4,13,117.51
1992,4,14,75.73
1992,4,15,54.91
1992,4,16,47.01
1992,4,17,47.32
1992,4,18,43.23
1992,4,19,41.74
1992,4,20,41.37
1992,4,21,89.07
1992,4,22,77.47
1992,4,23,51.44
1992,4,24,42.86
1992,4,25,43.84
1992,4,26,49.32
1992,4,27,43.07
1992,4,28,39.23
1992,4,29,49.11
1992,4,30,85.15
1992,5,1,132.93
1992,5,2,120.65
1992,5,3,111.28
1992,5,4,64.38
1992,5,5,46.53
1992,5,6,40.31
1992,5,7,38.10
1992,5,8,64.36
1992,5,9,137.15
1992,5,10,79.29
1992,5,11,51.78
1992,5,12,41.40
1992,5,13,40.95
1992,5,14,45.49
1992,5,15,45.12
1992,5,16,39.39
1992,5,17,36.14
1992,5,18,34.62
1992,5,19,33.72
1992,5,20,33.02
1992,5,21,40.31
1992,5,22,55.84
1992,5,23,38.62
1992,5,24,33.26
1992,5,25,31.42
1992,5,26,30.55
1992,5,27,29.83
1992,5,28,29.22
1992,5,29,32.09
1992,5,30,204.74
1992,5,31,216.00
1992,6,1,113.27
1992,6,2,59.09
1992,6,3,40.79
1992,6,4,35.13
1992,6,5,105.10
1992,6,6,61.54
1992,6,7,42.34
1992,6,8,51.20
1992,6,9,41.52
1992,6,10,35.46
1992,6,11,32.73
1992,6,12,31.47
1992,6,13,30.72
1992,6,14,30.52
1992,6,15,30.38
1992,6,16,29.43
1992,6,17,28.71
1992,6,18,28.18
1992,6,19,59.40
1992,6,20,181.33
1992,6,21,162.33
1992,6,22,181.83
1992,6,23,137.40
1992,6,24,75.06
1992,6,25,62.22
1992,6,26,46.87
1992,6,27,38.52
1992,6,28,34.88
1992,6,29,106.25
1992,6,30,128.88
1992,7,1,69.30
1992,7,2,45.36
1992,7,3,37.09
1992,7,4,34.34
1992,7,5,33.18
1992,7,6,32.45
1992,7,7,31.81
1992,7,8,31.30
1992,7,9,30.81
1992,7,10,30.29
1992,7,11,29.83
1992,7,12,29.33
1992,7,13,28.76
1992,7,14,28.15
1992,7,15,27.62
1992,7,16,27.16
1992,7,17,26.78
1992,7,18,32.92
1992,7,19,68.34
1992,7,20,39.03
1992,7,21,29.37
1992,7,22,26.83
1992,7,23,25.26
1992,7,24,24.71
1992,7,25,24.33
1992,7,26,23.99
1992,7,27,33.09
1992,7,28,84.07
1992,7,29,145.10
1992,7,30,80.62
1992,7,31,42.38
1992,8,1,44.66
1992,8,2,32.84
1992,8,3,27.35
1992,8,4,42.62
1992,8,5,73.04
1992,8,6,45.55
1992,8,7,31.16
1992,8,8,26.32
1992,8,9,24.70
1992,8,10,24.04
1992,8,11,23.62
1992,8,12,23.19
1992,8,13,22.77
1992,8,14,22.39
1992,8,15,22.01
1992,8,16,21.63
1992,8,17,21.26
1992,8,18,20.86
1992,8,19,20.48
1992,8,20,20.14
1992,8,21,19.82
1992,8,22,19.55
1992,8,23,19.25
1992,8,24,18.93
1992,8,25,18.60
1992,8,26,18.22
1992,8,27,17.93
1992,8,28,17.65
1992,8,29,17.37
1992,8,30,17.07
1992,8,31,16.75
1992,9,1,16.46
1992,9,2,16.15
1992,9,3,15.86
1992,9,4,15.63
1992,9,5,15.43
1992,9,6,60.23
1992,9,7,87.47
1992,9,8,44.67
1992,9,9,25.65
1992,9,10,19.05
1992,9,11,16.96
1992,9,12,16.15
1992,9,13,15.75
1992,9,14,15.45
1992,9,15,15.19
1992,9,16,14.91
1992,9,17,14.66
1992,9,18,14.47
1992,9,19,14.25
1992,9,20,13.98
1992,9,21,13.75
1992,9,22,13.55
1992,9,23,13.35
1992,9,24,13.15
1992,9,25,12.90
1992,9,26,13.97
1992,9,27,77.11
1992,9,28,74.39
1992,9,29,40.06
1992,9,30,23.10
1992,10,1,16.79
1992,10,2,14.68
1992,10,3,13.95
1992,10,4,13.60
1992,10,5,13.34
1992,10,6,13.10
1992,10,7,12.89
1992,10,8,12.68
1992,10,9,12.43
1992,10,10,12.18
1992,10,11,11.99
1992,10,12,11.80
1992,10,13,11.57
1992,10,14,11.35
1992,10,15,97.36
1992,10,16,47.10
1992,10,17,23.59
1992,10,18,15.72
1992,10,19,13.35
1992,10,20,12.60
1992,10,21,12.25
1992,10,22,12.01
1992,10,23,11.81
1992,10,24,11.59
1992,10,25,11.38
1992,10,26,11.17
1992,10,27,10.99
1992,10,28,10.80
1992,10,29,10.61
1992,10,30,10.41
1992,10,31,10.21
1992,11,1,30.90
1992,11,2,25.73
1992,11,3,17.42
1992,11,4,128.48
1992,11,5,181.34
1992,11,6,105.31
1992,11,7,65.27
1992,11,8,32.87
1992,11,9,21.43
1992,11,10,17.58
1992,11,11,16.28
1992,11,12,15.73
1992,11,13,15.41
1992,11,14,15.13
1992,11,15,14.88
1992,11,16,14.63
1992,11,17,14.38
1992,11,18,14.64
1992,11,19,20.65
1992,11,20,85.77
1992,11,21,88.52
1992,11,22,64.86
1992,11,23,115.00
1992,11,24,108.12
1992,11,25,54.18
1992,11,26,40.13
1992,11,27,109.73
1992,11,28,56.50
1992,11,29,32.39
1992,11,30,23.75
1992,12,1,20.92
1992,12,2,19.89
1992,12,3,19.38
1992,12,4,20.21
1992,12,5,121.20
1992,12,6,75.20
1992,12,7,41.00
1992,12,8,27.43
1992,12,9,22.68
1992,12,10,20.80
1992,12,11,20.09
1992,12,12,19.57
1992,12,13,19.15
1992,12,14,18.79
1992,12,15,18.45
1992,12,16,18.17
1992,12,17,17.85
1992,12,18,17.54
1992,12,19,28.47
1992,12,20,29.23
1992,12,21,22.06
1992,12,22,20.72
1992,12,23,29.93
1992,12,24,132.48
1992,12,25,197.39
1992,12,26,163.26
1992,12,27,74.70
1992,12,28,39.47
1992,12,29,27.62
1992,12,30,23.91
1992,12,31,22.66
1993,1,1,22.07
1993,1,2,21.66
1993,1,3,21.28
1993,1,4,20.91
1993,1,5,20.55
1993,1,6,20.21
1993,1,7,60.93
1993,1,8,29.36
1993,1,9,21.98
1993,1,10,20.12
1993,1,11,19.47
1993,1,12,19.09
1993,1,13,18.75
1993,1,14,18.42
1993,1,15,18.12
1993,1,16,17.82
1993,1,17,17.51
1993,1,18,127.26
1993,1,19,84.49
1993,1,20,43.88
1993,1,21,27.47
1993,1,22,21.65
1993,1,23,19.67
1993,1,24,18.90
1993,1,25,18.45
1993,1,26,32.43
1993,1,27,24.78
1993,1,28,20.50
1993,1,29,18.45
1993,1,30,17.55
1993,1,31,47.60
1993,2,1,28.24
1993,2,2,20.48
1993,2,3,17.81
1993,2,4,16.86
1993,2,5,16.42
1993,2,6,16.10
1993,2,7,15.82
1993,2,8,15.54
1993,2,9,15.28
1993,2,10,15.02
1993,2,11,14.77
1993,2,12,14.52
1993,2,13,132.41
1993,2,14,90.64
1993,2,15,40.94
1993,2,16,23.98
1993,2,17,18.66
1993,2,18,17.00
1993,2,19,16.36
1993,2,20,16.31
1993,2,21,26.36
1993,2,22,87.07
1993,2,23,136.56
1993,2,24,117.25
1993,2,25,81.59
1993,2,26,134.27
1993,2,27,68.25
1993,2,28,37.56
1993,3,1,26.46
1993,3,2,22.87
1993,3,3,21.63
1993,3,4,21.04
1993,3,5,25.85
1993,3,6,23.66
1993,3,7,21.43
1993,3,8,20.17
1993,3,9,19.53
1993,3,10,22.41
1993,3,11,42.21
1993,3,12,27.02
1993,3,13,33.00
1993,3,14,22.09
1993,3,15,19.14
1993,3,16,18.23
1993,3,17,17.79
1993,3,18,183.46
1993,3,19,220.22
1993,3,20,192.32
1993,3,21,260.63
1993,3,22,269.88
1993,3,23,161.83
1993,3,24,76.58
1993,3,25,46.09
1993,3,26,42.79
1993,3,27,71.46
1993,3,28,82.61
1993,3,29,105.44
1993,3,30,94.23
1993,3,31,81.90
1993,4,1,67.40
1993,4,2,56.50
1993,4,3,46.42
1993,4,4,39.75
1993,4,5,38.69
1993,4,6,40.22
1993,4,7,39.58
1993,4,8,35.35
1993,4,9,32.67
1993,4,10,31.69
1993,4,11,40.44
1993,4,12,91.63
1993,4,13,101.88
1993,4,14,69.83
1993,4,15,56.71
1993,4,16,46.87
1993,4,17,43.06
1993,4,18,190.75
1993,4,19,199.52
1993,4,20,106.84
1993,4,21,68.14
1993,4,22,50.89
1993,4,23,46.21
1993,4,24,42.59
1993,4,25,37.59
1993,4,26,34.75
1993,4,27,33.33
1993,4,28,96.87
1993,4,29,72.24
1993,4,30,49.01
1993,5,1,37.98
1993,5,2,33.74
1993,5,3,32.08
1993,5,4,31.17
1993,5,5,30.58
1993,5,6,30.08
1993,5,7,29.60
1993,5,8,29.08
1993,5,9,28.57
1993,5,10,28.15
1993,5,11,27.68
1993,5,12,27.20
1993,5,13,26.73
1993,5,14,26.24
1993,5,15,25.80
1993,5,16,25.41
1993,5,17,25.01
1993,5,18,24.61
1993,5,19,24.14
1993,5,20,23.69
1993,5,21,23.30
1993,5,22,22.87
1993,5,23,22.48
1993,5,24,22.11
1993,5,25,21.71
1993,5,26,21.28
1993,5,27,20.95
1993,5,28,20.62
1993,5,29,20.28
1993,5,30,19.97
1993,5,31,33.44
1993,6,1,107.91
1993,6,2,61.18
1993,6,3,33.76
1993,6,4,24.27
1993,6,5,21.19
1993,6,6,20.13
1993,6,7,19.65
1993,6,8,19.30
1993,6,9,19.07
1993,6,10,18.80
1993,6,11,18.47
1993,6,12,18.10
1993,6,13,17.72
1993,6,14,17.37
1993,6,15,17.13
1993,6,16,16.91
1993,6,17,16.61
1993,6,18,16.19
1993,6,19,15.88
1993,6,20,15.63
1993,6,21,15.30
1993,6,22,15.13
1993,6,23,14.95
1993,6,24,14.73
1993,6,25,14.42
1993,6,26,14.12
1993,6,27,13.86
1993,6,28,13.65
1993,6,29,13.45
1993,6,30,13.22
1993,7,1,12.96
1993,7,2,12.74
1993,7,3,12.50
1993,7,4,12.27
1993,7,5,12.06
1993,7,6,11.87
1993,7,7,11.66
1993,7,8,11.48
1993,7,9,11.34
1993,7,10,11.18
1993,7,11,10.97
1993,7,12,10.76
1993,7,13,10.56
1993,7,14,10.41
1993,7,15,10.23
1993,7,16,10.05
1993,7,17,9.85
1993,7,18,9.68
1993,7,19,9.49
1993,7,20,9.23
1993,7,21,9.10
1993,7,22,8.98
1993,7,23,8.87
1993,7,24,8.75
1993,7,25,13.43
1993,7,26,10.51
1993,7,27,9.03
1993,7,28,15.15
1993,7,29,11.25
1993,7,30,9.08
1993,7,31,8.25
1993,8,1,7.90
1993,8,2,7.68
1993,8,3,7.53
1993,8,4,7.44
1993,8,5,7.38
1993,8,6,7.21
1993,8,7,7.03
1993,8,8,6.90
1993,8,9,6.80
1993,8,10,6.66
1993,8,11,6.54
1993,8,12,6.44
1993,8,13,6.33
1993,8,14,6.21
1993,8,15,6.09
1993,8,16,6.03
1993,8,17,5.98
1993,8,18,5.88
1993,8,19,5.77
1993,8,20,5.67
1993,8,21,5.58
1993,8,22,5.47
1993,8,23,5.39
1993,8,24,5.29
1993,8,25,5.20
1993,8,26,5.16
1993,8,27,5.10
1993,8,28,5.01
1993,8,29,4.90
1993,8,30,4.78
1993,8,31,4.68
1993,9,1,4.61
1993,9,2,4.53
1993,9,3,4.46
1993,9,4,5.20
1993,9,5,6.04
1993,9,6,5.14
1993,9,7,4.53
1993,9,8,4.25
1993,9,9,4.07
1993,9,10,3.96
1993,9,11,3.88
1993,9,12,3.80
1993,9,13,3.74
1993,9,14,3.72
1993,9,15,3.69
1993,9,16,3.56
1993,9,17,3.54
1993,9,18,3.54
1993,9,19,3.51
1993,9,20,3.43
1993,9,21,3.38
1993,9,22,3.27
1993,9,23,33.29
1993,9,24,22.84
1993,9,25,11.13
1993,9,26,15.22
1993,9,27,8.81
1993,9,28,5.60
1993,9,29,4.47
1993,9,30,4.09
1993,10,1,3.95
1993,10,2,3.89
1993,10,3,3.83
1993,10,4,3.76
1993,10,5,3.68
1993,10,6,3.62
1993,10,7,3.56
1993,10,8,3.50
1993,10,9,3.43
1993,10,10,3.36
1993,10,11,3.29
1993,10,12,3.22
1993,10,13,3.19
1993,10,14,3.13
1993,10,15,5.21
1993,10,16,3.87
1993,10,17,3.25
1993,10,18,2.99
1993,10,19,2.87
1993,10,20,2.84
1993,10,21,2.81
1993,10,22,2.72
1993,10,23,7.23
1993,10,24,31.54
1993,10,25,14.45
1993,10,26,6.67
1993,10,27,57.00
1993,10,28,211.94
